Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb
The Chronicles of Narnia: Prince Caspian,2008,7+,74,0,0,0,1,0,7.4
Tron,1982,7+,74,0,0,0,1,0,7.4
Frank and Ollie,1995,7+,73,0,0,0,1,0,7.3
Holes,2003,7+,73,0,0,0,1,0,7.3
Meet the Robinsons,2007,all,73,0,0,0,1,0,7.3
The Princess Diaries,2001,all,73,0,0,0,1,0,7.3
Horton Hears a Who!,2008,all,73,0,0,0,1,0,7.3
Alice Through the Looking Glass,2016,7+,73,0,0,0,1,0,7.3
Night at the Museum: Battle of the Smithsonian,2009,7+,73,0,0,0,1,0,7.3
Brother Bear,2003,all,73,0,0,0,1,0,7.3
Mary Poppins Returns,2018,7+,73,0,0,0,1,0,7.3
Timmy Failure: Mistakes Were Made,2020,7+,73,0,0,0,1,0,7.3
The Muppet Christmas Carol,1992,all,72,0,0,0,1,0,7.2
Presto,2008,all,72,0,0,0,1,0,7.2
Ferdinand,2017,7+,72,0,0,0,1,0,7.2
Miracle,2004,7+,72,0,0,0,1,0,7.2
The Finest Hours,2016,13+,72,0,0,0,1,0,7.2
"Honey, I Shrunk the Kids",1989,7+,72,0,0,0,1,0,7.2
The Santa Clause,1994,7+,72,0,0,0,1,0,7.2
Percy Jackson & the Olympians: The Lightning Thief,2010,7+,72,0,0,0,1,0,7.2
The Peanuts Movie,2015,all,72,0,0,0,1,0,7.2
Frankenweenie,2012,7+,72,0,0,0,1,0,7.2
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,7+,72,0,0,0,1,0,7.2
Geri's Game,1997,all,72,0,0,0,1,0,7.2
Into the Woods,2014,7+,72,0,0,0,1,0,7.2
Piglet's Big Movie,2003,all,72,0,0,0,1,0,7.2
Pete's Dragon,2016,7+,72,0,0,0,1,0,7.2
Freaky Friday,2003,7+,71,0,0,0,1,0,7.1
Fantastic Four: Rise of the Silver Surfer,2007,13+,71,0,0,0,1,0,7.1
Sister Act,1992,7+,71,0,0,0,1,0,7.1
The Sorcerer's Apprentice,2010,7+,71,0,0,0,1,0,7.1
EverAfter,1998,13+,71,0,0,0,1,0,7.1
A Goofy Movie,1995,all,71,0,0,0,1,0,7.1
Bend It Like Beckham,2002,13+,71,0,0,0,1,0,7.1
Lifted,2006,all,71,0,0,0,1,0,7.1
Big Business,1988,7+,71,0,0,0,1,0,7.1
Roving Mars,2006,7+,71,0,0,0,1,0,7.1
The Lion King II: Simba's Pride,1998,all,71,0,0,0,1,0,7.1
La luna,2012,all,71,0,0,0,1,0,7.1
The Muppet Movie,1979,all,71,0,0,0,1,0,7.1
Percy Jackson: Sea of Monsters,2013,7+,70,0,0,0,1,0,7.0
The Rescuers,1977,all,70,0,0,0,1,0,7.0
Partly Cloudy,2009,all,70,0,0,0,1,0,7.0
Iron Will,1994,7+,70,0,0,0,1,0,7.0
Eight Below,2006,7+,70,0,0,0,1,0,7.0
Homeward Bound: The Incredible Journey,1993,all,70,0,0,0,1,0,7.0
James and the Giant Peach,1996,7+,70,0,0,0,1,0,7.0
Adventures in Babysitting,1987,13+,70,0,0,0,1,0,7.0
The Great Mouse Detective,1986,all,70,0,0,0,1,0,7.0
Day & Night,2010,all,70,0,0,0,1,0,7.0
Flight of the Navigator,1986,7+,70,0,0,0,1,0,7.0
The Mighty Ducks,1992,7+,70,0,0,0,1,0,7.0
BURN·E,2008,all,70,0,0,0,1,0,7.0
The Lion King 1½,2004,all,70,0,0,0,1,0,7.0
Mickey's Christmas Carol,1983,all,70,0,0,0,1,0,7.0
Bedtime Stories,2008,7+,69,0,0,0,1,0,6.9
The Last Song,2010,7+,69,0,0,0,1,0,6.9
Ice Age: Collision Course,2016,all,69,0,0,0,1,0,6.9
Mr. Holland's Opus,1995,7+,69,0,0,0,1,0,6.9
Secretariat,2010,7+,69,0,0,0,1,0,6.9
Fantasia 2000,1999,all,69,0,0,0,1,0,6.9
Oliver & Company,1988,all,69,0,0,0,1,0,6.9
Melody Time,1948,18+,69,0,0,0,1,0,6.9
Newsies: The Broadway Musical,2017,7+,69,0,0,0,1,0,6.9
Bao,2018,all,69,0,0,0,1,0,6.9
Splash,1984,7+,69,0,0,0,1,0,6.9
"20,000 Leagues Under the Sea",1954,all,69,0,0,0,1,0,6.9
Dinosaur,2000,7+,69,0,0,0,1,0,6.9
Cheaper by the Dozen,2003,7+,69,0,0,0,1,0,6.9
The Rescuers Down Under,1990,all,69,0,0,0,1,0,6.9
Chicken Little,2005,all,68,0,0,0,1,0,6.8
The Princess Diaries 2: Royal Engagement,2004,all,68,0,0,0,1,0,6.8
101 Dalmatians II: Patch's London Adventure,2003,all,68,0,0,0,1,0,6.8
High School Musical,2006,all,68,0,0,0,1,0,6.8
Descendants,2015,all,68,0,0,0,1,0,6.8
Winnie the Pooh,2011,all,68,0,0,0,1,0,6.8
The Greatest Game Ever Played,2005,7+,68,0,0,0,1,0,6.8
Lava,2014,all,68,0,0,0,1,0,6.8
Bedknobs and Broomsticks,1971,all,68,0,0,0,1,0,6.8
Queen of Katwe,2016,7+,68,0,0,0,1,0,6.8
The Game Plan,2007,7+,68,0,0,0,1,0,6.8
Glory Road,2006,7+,68,0,0,0,1,0,6.8
D2: The Mighty Ducks,1994,7+,68,0,0,0,1,0,6.8
The Cat from Outer Space,1978,all,68,0,0,0,1,0,6.8
Toy Story of Terror!,2013,all,68,0,0,0,1,0,6.8
DuckTales: The Movie - Treasure of the Lost Lamp,1990,all,68,0,0,0,1,0,6.8
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,7+,67,0,0,0,1,0,6.7
The Odd Life of Timothy Green,2012,7+,67,0,0,0,1,0,6.7
Jack-Jack Attack,2005,all,67,0,0,0,1,0,6.7
The Three Musketeers,1993,7+,67,0,0,0,1,0,6.7
Aladdin and the King of Thieves,1996,all,67,0,0,0,1,0,6.7
Descendants 3,2019,all,67,0,0,0,1,0,6.7
Secret of the Wings,2012,all,67,0,0,0,1,0,6.7
The Pacifier,2005,7+,67,0,0,0,1,0,6.7
The One and Only Ivan,2020,7+,67,0,0,0,1,0,6.7
Toy Story That Time Forgot,2014,all,67,0,0,0,1,0,6.7
Muppet Treasure Island,1996,all,67,0,0,0,1,0,6.7
Gnomeo & Juliet,2011,all,67,0,0,0,1,0,6.7
Tinker Bell,2008,all,67,0,0,0,1,0,6.7
Return to Oz,1985,7+,66,0,0,0,1,0,6.6
The Santa Clause 2,2002,all,66,0,0,0,1,0,6.6
The Black Cauldron,1985,7+,66,0,0,0,1,0,6.6
Tinker Bell and the Legend of the NeverBeast,2014,all,66,0,0,0,1,0,6.6
The Big Year,2011,7+,66,0,0,0,1,0,6.6
Around the World in 80 Days,2004,7+,66,0,0,0,1,0,6.6
Herbie Goes to Monte Carlo,1977,all,66,0,0,0,1,0,6.6
3 Men and a Baby,1987,7+,66,0,0,0,1,0,6.6
Lemonade Mouth,2011,all,66,0,0,0,1,0,6.6
Tinker Bell and the Pirate Fairy,2014,all,66,0,0,0,1,0,6.6
One Man Band,2005,all,66,0,0,0,1,0,6.6
Flubber,1997,7+,66,0,0,0,1,0,6.6
Newsies,1992,7+,66,0,0,0,1,0,6.6
"Hello, Dolly!",1969,all,66,0,0,0,1,0,6.6
Halloweentown,1998,all,66,0,0,0,1,0,6.6
Sister Act 2: Back in the Habit,1993,7+,66,0,0,0,1,0,6.6
Jack,1996,13+,66,0,0,0,1,0,6.6
Race to Witch Mountain,2009,7+,66,0,0,0,1,0,6.6
Diary of a Wimpy Kid: Rodrick Rules,2011,7+,66,0,0,0,1,0,6.6
Maggie Simpson in The Longest Daycare,2012,7+,66,0,0,0,1,0,6.6
Knick Knack,1989,all,66,0,0,0,1,0,6.6
Planes,2013,7+,66,0,0,0,1,0,6.6
George of the Jungle,1997,7+,66,0,0,0,1,0,6.6
Descendants 2,2017,all,66,0,0,0,1,0,6.6
The Adventures of Ichabod and Mr. Toad,1949,7+,65,0,0,0,1,0,6.5
Heavyweights,1995,7+,65,0,0,0,1,0,6.5
Destino,2003,7+,65,0,0,0,1,0,6.5
The Great Muppet Caper,1981,all,65,0,0,0,1,0,6.5
Cheaper by the Dozen 2,2005,7+,65,0,0,0,1,0,6.5
You Again,2010,7+,65,0,0,0,1,0,6.5
Lou,2017,all,65,0,0,0,1,0,6.5
Mike's New Car,2002,all,65,0,0,0,1,0,6.5
Oklahoma!,1955,all,65,0,0,0,1,0,6.5
Baby's Day Out,1994,7+,65,0,0,0,1,0,6.5
Mulan II,2004,all,65,0,0,0,1,0,6.5
High School Musical 2,2007,all,65,0,0,0,1,0,6.5
Riley's First Date?,2015,all,65,0,0,0,1,0,6.5
Mickey's Once Upon a Christmas,1999,all,65,0,0,0,1,0,6.5
Old Yeller,1957,all,65,0,0,0,1,0,6.5
Recess: Taking the Fifth Grade,2003,all,65,0,0,0,1,0,6.5
Lilo & Stitch 2: Stitch Has a Glitch,2005,7+,65,0,0,0,1,0,6.5
The Nutcracker and the Four Realms,2018,7+,65,0,0,0,1,0,6.5
Phineas and Ferb: The Movie: Across the 2nd Dimension,2011,all,65,0,0,0,1,0,6.5
22 vs. Earth,2021,all,64,0,0,0,1,0,6.4
The Kid Who Would Be King,2019,7+,64,0,0,0,1,0,6.4
The Return of Jafar,1994,all,64,0,0,0,1,0,6.4
"The Simpsons: The Good, the Bart, and the Loki",2021,7+,64,0,0,0,1,0,6.4
Journey to the Center of the Earth,1959,all,64,0,0,0,1,0,6.4
Marvel Rising: Secret Warriors,2018,18+,64,0,0,0,1,0,6.4
Luxo Jr.,1986,all,64,0,0,0,1,0,6.4
One Magic Christmas,1985,all,64,0,0,0,1,0,6.4
Tinker Bell and the Great Fairy Rescue,2010,all,64,0,0,0,1,0,6.4
Kitbull,2019,7+,64,0,0,0,1,0,6.4
Steamboat Willie,1928,all,64,0,0,0,1,0,6.4
The Lizzie McGuire Movie,2003,7+,64,0,0,0,1,0,6.4
Tuck Everlasting,2002,7+,64,0,0,0,1,0,6.4
Red Tails,2012,13+,64,0,0,0,1,0,6.4
Folklore: The Long Pond Studio Sessions,2020,7+,64,0,0,0,1,0,6.4
Us Again,2021,all,64,0,0,0,1,0,6.4
The Haunted Mansion,2003,7+,64,0,0,0,1,0,6.4
Ice Princess,2005,all,64,0,0,0,1,0,6.4
High School Musical 3: Senior Year,2008,all,64,0,0,0,1,0,6.4
Jane,2017,7+,64,0,0,0,1,0,6.4
Boundin',2003,all,64,0,0,0,1,0,6.4
Oceans,2010,all,64,0,0,0,1,0,6.4
Hawaiian Vacation,2011,all,64,0,0,0,1,0,6.4
The Three Caballeros,1944,all,64,0,0,0,1,0,6.4
Mars Needs Moms,2011,7+,63,0,0,0,1,0,6.3
Prep & Landing,2009,all,63,0,0,0,1,0,6.3
The Tigger Movie,2000,all,63,0,0,0,1,0,6.3
Princess Protection Program,2009,all,63,0,0,0,1,0,6.3
Pollyanna,1960,all,63,0,0,0,1,0,6.3
The Little Mermaid: Ariel's Beginning,2008,7+,63,0,0,0,1,0,6.3
Small Fry,2011,all,63,0,0,0,1,0,6.3
The Black Hole,1979,7+,63,0,0,0,1,0,6.3
Bears,2014,all,63,0,0,0,1,0,6.3
Starstruck,2010,all,63,0,0,0,1,0,6.3
The Wizards Return: Alex vs. Alex,2013,7+,63,0,0,0,1,0,6.3
Phineas and Ferb: The Movie: Candace Against the Universe,2020,all,63,0,0,0,1,0,6.3
Godmothered,2020,7+,63,0,0,0,1,0,6.3
Inner Workings,2016,all,63,0,0,0,1,0,6.3
Cinderella III: A Twist in Time,2007,all,63,0,0,0,1,0,6.3
Wizards of Waverly Place: The Movie,2009,7+,63,0,0,0,1,0,6.3
Recess: School's Out,2001,all,63,0,0,0,1,0,6.3
Kronk's New Groove,2005,all,63,0,0,0,1,0,6.3
Partysaurus Rex,2012,all,63,0,0,0,1,0,6.3
The Little Mermaid II: Return to the Sea,2000,7+,63,0,0,0,1,0,6.3
The Love Bug,1968,all,63,0,0,0,1,0,6.3
Home Alone 3,1997,7+,62,0,0,0,1,0,6.2
Strange Magic,2015,7+,62,0,0,0,1,0,6.2
Flora & Ulysses,2021,7+,62,0,0,0,1,0,6.2
Camp Rock,2008,all,62,0,0,0,1,0,6.2
Brother Bear 2,2006,all,62,0,0,0,1,0,6.2
Wild Hearts Can't Be Broken,1991,all,62,0,0,0,1,0,6.2
An Extremely Goofy Movie,2000,all,62,0,0,0,1,0,6.2
Teen Beach Movie,2013,7+,62,0,0,0,1,0,6.2
Howard,2018,7+,62,0,0,0,1,0,6.2
Halloweentown II: Kalabar's Revenge,2001,all,62,0,0,0,1,0,6.2
G-Force,2009,7+,62,0,0,0,1,0,6.2
"Mickey, Donald, Goofy: The Three Musketeers",2004,all,62,0,0,0,1,0,6.2
Annie,1999,all,62,0,0,0,1,0,6.2
Mighty Joe Young,1998,7+,62,0,0,0,1,0,6.2
A Wrinkle in Time,2018,7+,62,0,0,0,1,0,6.2
Miraculous World: Shanghai – The Legend of Ladydragon,2021,7+,62,0,0,0,1,0,6.2
Three Little Pigs,1933,18+,62,0,0,0,1,0,6.2
Homeward Bound II: Lost in San Francisco,1996,all,62,0,0,0,1,0,6.2
Home on the Range,2004,7+,62,0,0,0,1,0,6.2
Planes: Fire & Rescue,2014,7+,62,0,0,0,1,0,6.2
Beauty and the Beast: The Enchanted Christmas,1997,all,62,0,0,0,1,0,6.2
Fun and Fancy Free,1947,all,62,0,0,0,1,0,6.2
Olaf's Frozen Adventure,2017,all,62,0,0,0,1,0,6.2
Geek Charming,2011,7+,62,0,0,0,1,0,6.2
Darby O'Gill and the Little People,1959,all,61,0,0,0,1,0,6.1
Garfield,2004,7+,61,0,0,0,1,0,6.1
The Santa Clause 3: The Escape Clause,2006,all,61,0,0,0,1,0,6.1
Because of Winn-Dixie,2005,7+,61,0,0,0,1,0,6.1
Bambi II,2006,all,61,0,0,0,1,0,6.1
Halloweentown High,2004,all,61,0,0,0,1,0,6.1
The Journey of Natty Gann,1985,7+,61,0,0,0,1,0,6.1
Treasure Island,1950,7+,61,0,0,0,1,0,6.1
Dug's Special Mission,2009,all,61,0,0,0,1,0,6.1
African Cats,2011,all,61,0,0,0,1,0,6.1
The Lego Star Wars Holiday Special,2020,all,61,0,0,0,1,0,6.1
Escape to Witch Mountain,1975,all,61,0,0,0,1,0,6.1
Marvel Studios: Assembling a Universe,2014,7+,61,0,0,0,1,0,6.1
Monkey Kingdom,2015,all,61,0,0,0,1,0,6.1
Safety,2020,7+,61,0,0,0,1,0,6.1
Hannah Montana: The Movie,2009,all,61,0,0,0,1,0,6.1
Lady and the Tramp II: Scamp's Adventure,2001,all,61,0,0,0,1,0,6.1
Maggie Simpson in The Force Awakens from Its Nap,2021,18+,61,0,0,0,1,0,6.1
Mickey's Twice Upon a Christmas,2004,all,61,0,0,0,1,0,6.1
Flicka,2006,7+,61,0,0,0,1,0,6.1
D3: The Mighty Ducks,1996,7+,61,0,0,0,1,0,6.1
Once Upon a Snowman,2020,all,61,0,0,0,1,0,6.1
Return to Never Land,2002,all,61,0,0,0,1,0,6.1
"Honey, I Blew Up the Kid",1992,7+,61,0,0,0,1,0,6.1
Mater and the Ghostlight,2006,all,61,0,0,0,1,0,6.1
The Absent-Minded Professor,1961,all,61,0,0,0,1,0,6.1
The Wild,2006,all,61,0,0,0,1,0,6.1
Camp Nowhere,1994,7+,61,0,0,0,1,0,6.1
"Miraculous World: New York, United HeroeZ",2020,7+,60,0,0,0,1,0,6.0
Secret Society of Second Born Royals,2020,7+,60,0,0,0,1,0,6.0
Float,2019,7+,60,0,0,0,1,0,6.0
Cadet Kelly,2002,all,60,0,0,0,1,0,6.0
Stitch! The Movie,2003,all,60,0,0,0,1,0,6.0
Artemis Fowl,2020,7+,60,0,0,0,1,0,6.0
Camp Rock 2: The Final Jam,2010,7+,60,0,0,0,1,0,6.0
Born in China,2016,all,60,0,0,0,1,0,6.0
Valiant,2005,all,60,0,0,0,1,0,6.0
Cloud 9,2014,all,60,0,0,0,1,0,6.0
102 Dalmatians,2000,all,60,0,0,0,1,0,6.0
Twitches,2005,7+,60,0,0,0,1,0,6.0
Kim Possible: So the Drama,2005,all,60,0,0,0,1,0,6.0
Jungle 2 Jungle,1997,7+,60,0,0,0,1,0,6.0
Cinderella II: Dreams Come True,2002,all,60,0,0,0,1,0,6.0
Garfield: A Tail of Two Kitties,2006,7+,60,0,0,0,1,0,6.0
Waking Sleeping Beauty,2009,7+,60,0,0,0,1,0,6.0
Clouds,2020,13+,60,0,0,0,1,0,6.0
Magic Camp,2020,7+,59,0,0,0,1,0,5.9
Teen Beach 2,2015,all,59,0,0,0,1,0,5.9
3 Men and a Little Lady,1990,7+,59,0,0,0,1,0,5.9
Z-O-M-B-I-E-S,2018,all,59,0,0,0,1,0,5.9
Walking with Dinosaurs,2013,7+,59,0,0,0,1,0,5.9
Blank Check,1994,7+,59,0,0,0,1,0,5.9
Pooh's Grand Adventure: The Search for Christopher Robin,1997,all,59,0,0,0,1,0,5.9
Auntie Edna,2018,18+,59,0,0,0,1,0,5.9
Blackbeard's Ghost,1968,all,59,0,0,0,1,0,5.9
Your Friend the Rat,2007,all,59,0,0,0,1,0,5.9
Zenon: Girl of the 21st Century,1999,all,59,0,0,0,1,0,5.9
Tin Toy,1988,all,59,0,0,0,1,0,5.9
Atlantis: Milo's Return,2003,all,59,0,0,0,1,0,5.9
Pocahontas II: Journey to a New World,1998,all,59,0,0,0,1,0,5.9
Let It Shine,2012,all,59,0,0,0,1,0,5.9
Tangled: Before Ever After,2017,all,59,0,0,0,1,0,5.9
Ice Age: The Great Egg-Scapade,2016,7+,59,0,0,0,1,0,5.9
Chimpanzee,2012,all,59,0,0,0,1,0,5.9
The Apple Dumpling Gang,1975,all,59,0,0,0,1,0,5.9
The Reluctant Dragon,1941,all,59,0,0,0,1,0,5.9
Avalon High,2011,all,59,0,0,0,1,0,5.9
Saludos Amigos,1942,18+,59,0,0,0,1,0,5.9
The Band Concert,1935,18+,59,0,0,0,1,0,5.9
Leroy & Stitch,2006,all,58,0,0,0,1,0,5.8
12 Dates of Christmas,2011,7+,58,0,0,0,1,0,5.8
Don't Look Under the Bed,1999,7+,58,0,0,0,1,0,5.8
Phineas and Ferb: Star Wars,2014,all,58,0,0,0,1,0,5.8
The Happiest Millionaire,1967,all,58,0,0,0,1,0,5.8
"Good Luck Charlie, It's Christmas!",2011,all,58,0,0,0,1,0,5.8
I'll Be Home for Christmas,1998,7+,58,0,0,0,1,0,5.8
"Honey, We Shrunk Ourselves",1997,7+,58,0,0,0,1,0,5.8
Mickey's Trailer,1938,18+,58,0,0,0,1,0,5.8
The Luck of the Irish,2001,all,58,0,0,0,1,0,5.8
Return to Halloweentown,2006,all,58,0,0,0,1,0,5.8
Candleshoe,1977,7+,58,0,0,0,1,0,5.8
Everyone's Hero,2006,all,58,0,0,0,1,0,5.8
Brink!,1998,all,58,0,0,0,1,0,5.8
Burrow,2020,all,58,0,0,0,1,0,5.8
Invisible Sister,2015,all,58,0,0,0,1,0,5.8
Smart House,1999,all,58,0,0,0,1,0,5.8
The Shaggy Dog,1959,all,58,0,0,0,1,0,5.8
Purl,2019,7+,58,0,0,0,1,0,5.8
Black Beauty,2020,7+,58,0,0,0,1,0,5.8
The Adventures of Huck Finn,1993,7+,58,0,0,0,1,0,5.8
Tarzan II,2005,all,58,0,0,0,1,0,5.8
Confessions of a Teenage Drama Queen,2004,7+,58,0,0,0,1,0,5.8
Tom and Huck,1995,7+,58,0,0,0,1,0,5.8
The Jungle Book 2,2003,all,58,0,0,0,1,0,5.8
Diary of a Wimpy Kid: The Long Haul,2017,7+,58,0,0,0,1,0,5.8
Prep & Landing: Naughty vs. Nice,2011,all,57,0,0,0,1,0,5.7
The Fox and the Hound 2,2006,all,57,0,0,0,1,0,5.7
The Incredible Journey,1963,all,57,0,0,0,1,0,5.7
Deep Blue,2003,all,57,0,0,0,1,0,5.7
Prom,2011,7+,57,0,0,0,1,0,5.7
Phineas and Ferb: Mission Marvel,2013,all,57,0,0,0,1,0,5.7
The Prince and the Pauper,1990,all,57,0,0,0,1,0,5.7
The Sandlot 2,2005,7+,57,0,0,0,1,0,5.7
Bad Hair Day,2015,all,57,0,0,0,1,0,5.7
Z-O-M-B-I-E-S 2,2020,all,57,0,0,0,1,0,5.7
The Boys: The Sherman Brothers' Story,2009,7+,57,0,0,0,1,0,5.7
The Cheetah Girls,2003,all,57,0,0,0,1,0,5.7
Man of the House,1995,7+,57,0,0,0,1,0,5.7
Twitches Too,2007,7+,57,0,0,0,1,0,5.7
Herbie Rides Again,1974,all,57,0,0,0,1,0,5.7
Ewoks: The Battle for Endor,1985,all,57,0,0,0,1,0,5.7
Tru Confessions,2002,all,57,0,0,0,1,0,5.7
Read It and Weep,2006,all,57,0,0,0,1,0,5.7
Lonesome Ghosts,1937,18+,57,0,0,0,1,0,5.7
Motocrossed,2001,all,57,0,0,0,1,0,5.7
Aliens of the Deep,2005,all,57,0,0,0,1,0,5.7
"Marvel: 75 Years, From Pulp to Pop!",2014,7+,57,0,0,0,1,0,5.7
Out,2020,7+,57,0,0,0,1,0,5.7
Loop,2020,7+,57,0,0,0,1,0,5.7
The Ugly Dachshund,1966,all,57,0,0,0,1,0,5.7
Shipwrecked,1990,7+,57,0,0,0,1,0,5.7
Jump In!,2007,all,57,0,0,0,1,0,5.7
The Big Green,1995,7+,56,0,0,0,1,0,5.6
The Even Stevens Movie,2003,all,56,0,0,0,1,0,5.6
"Davy Crockett, King of the Wild Frontier",1955,7+,56,0,0,0,1,0,5.6
Brave Little Tailor,1938,18+,56,0,0,0,1,0,5.6
The Old Mill,1937,all,56,0,0,0,1,0,5.6
Minutemen,2008,all,56,0,0,0,1,0,5.6
Johnny Tsunami,1999,all,56,0,0,0,1,0,5.6
Life with Mikey,1993,7+,56,0,0,0,1,0,5.6
Cow Belles,2006,all,56,0,0,0,1,0,5.6
First Kid,1996,7+,56,0,0,0,1,0,5.6
The Small One,1978,all,56,0,0,0,1,0,5.6
Operation Dumbo Drop,1995,7+,56,0,0,0,1,0,5.6
Wendy Wu: Homecoming Warrior,2006,all,56,0,0,0,1,0,5.6
Walt Disney's Silly Symphony: The Ugly Duckling,1939,all,56,0,0,0,1,0,5.6
Winnie the Pooh: Springtime with Roo,2004,all,56,0,0,0,1,0,5.6
Return from Witch Mountain,1978,all,56,0,0,0,1,0,5.6
Stuntman,2021,13+,56,0,0,0,1,0,5.6
Smash and Grab,2019,7+,56,0,0,0,1,0,5.6
Get a Clue,2002,all,56,0,0,0,1,0,5.6
Tall Tale,1995,7+,56,0,0,0,1,0,5.6
Red's Dream,1987,all,56,0,0,0,1,0,5.6
Beverly Hills Chihuahua,2008,7+,56,0,0,0,1,0,5.6
Frenemies,2012,all,56,0,0,0,1,0,5.6
Flowers and Trees,1932,18+,56,0,0,0,1,0,5.6
The Thirteenth Year,1999,all,56,0,0,0,1,0,5.6
The Little Prince(ss),2021,18+,56,0,0,0,1,0,5.6
Max Keeble's Big Move,2001,all,56,0,0,0,1,0,5.6
Stuck in the Suburbs,2004,all,56,0,0,0,1,0,5.6
Penguins,2019,all,56,0,0,0,1,0,5.6
The Story of Robin Hood and His Merrie Men,1952,7+,56,0,0,0,1,0,5.6
Party Central,2014,7+,55,0,0,0,1,0,5.5
The Moon-Spinners,1964,all,55,0,0,0,1,0,5.5
The Island at the Top of the World,1974,all,55,0,0,0,1,0,5.5
Far from Home: The Adventures of Yellow Dog,1995,7+,55,0,0,0,1,0,5.5
Phantom of the Megaplex,2000,all,55,0,0,0,1,0,5.5
Mom's Got a Date with a Vampire,2000,7+,55,0,0,0,1,0,5.5
Now You See It...,2005,all,55,0,0,0,1,0,5.5
Girl vs. Monster,2012,7+,55,0,0,0,1,0,5.5
Upside-Down Magic,2020,all,55,0,0,0,1,0,5.5
Double Teamed,2002,all,55,0,0,0,1,0,5.5
The Tortoise and the Hare,1935,18+,55,0,0,0,1,0,5.5
Benji the Hunted,1987,all,55,0,0,0,1,0,5.5
MARS: Inside SpaceX,2018,7+,54,0,0,0,1,0,5.4
Ferdinand the Bull,1938,18+,54,0,0,0,1,0,5.4
Santa's Workshop,1932,18+,54,0,0,0,1,0,5.4
The Suite Life Movie,2011,all,54,0,0,0,1,0,5.4
Wolfgang,2021,18+,54,0,0,0,1,0,5.4
How to Build a Better Boy,2014,all,54,0,0,0,1,0,5.4
Clock Cleaners,1937,18+,54,0,0,0,1,0,5.4
Lambert the Sheepish Lion,1952,18+,54,0,0,0,1,0,5.4
Zenon: The Zequel,2001,all,54,0,0,0,1,0,5.4
The Apple Dumpling Gang Rides Again,1979,all,54,0,0,0,1,0,5.4
Pluto's Christmas Tree,1952,18+,54,0,0,0,1,0,5.4
Star Wars Biomes,2021,18+,54,0,0,0,1,0,5.4
Snowball Express,1972,all,54,0,0,0,1,0,5.4
Herbie Goes Bananas,1980,all,54,0,0,0,1,0,5.4
Pixel Perfect,2004,all,54,0,0,0,1,0,5.4
Sharpay's Fabulous Adventure,2011,all,54,0,0,0,1,0,5.4
The Cheetah Girls: One World,2008,all,54,0,0,0,1,0,5.4
Thru the Mirror,1936,18+,54,0,0,0,1,0,5.4
The Brave Little Toaster to the Rescue,1997,all,54,0,0,0,1,0,5.4
Go Figure,2005,all,54,0,0,0,1,0,5.4
The Shaggy D.A.,1976,all,54,0,0,0,1,0,5.4
Titanic: 20 Years Later with James Cameron,2017,7+,54,0,0,0,1,0,5.4
The Computer Wore Tennis Shoes,1969,all,54,0,0,0,1,0,5.4
The Strongest Man in the World,1975,all,54,0,0,0,1,0,5.4
Elephant,2020,all,54,0,0,0,1,0,5.4
The Mistle-Tones,2012,7+,54,0,0,0,1,0,5.4
Greyfriars Bobby: The True Story of a Dog,1961,7+,54,0,0,0,1,0,5.4
College Road Trip,2008,all,54,0,0,0,1,0,5.4
The Real Right Stuff,2020,7+,54,0,0,0,1,0,5.4
A Kid in King Arthur's Court,1995,7+,53,0,0,0,1,0,5.3
Apollo: Missions to the Moon,2019,18+,53,0,0,0,1,0,5.3
Winnie the Pooh: A Very Merry Pooh Year,2002,all,53,0,0,0,1,0,5.3
The Proud Family Movie,2005,all,53,0,0,0,1,0,5.3
The Living Desert,1953,all,53,0,0,0,1,0,5.3
The Legend of Mor'du,2012,all,53,0,0,0,1,0,5.3
Iron Man & Captain America: Heroes United,2014,7+,53,0,0,0,1,0,5.3
Mr. Magoo,1997,7+,53,0,0,0,1,0,5.3
Chip an' Dale,1947,18+,53,0,0,0,1,0,5.3
The Little Mermaid Live!,2019,7+,53,0,0,0,1,0,5.3
The Cheetah Girls 2,2006,all,53,0,0,0,1,0,5.3
Davy Crockett and the River Pirates,1956,all,53,0,0,0,1,0,5.3
Trick or Treat,1952,18+,53,0,0,0,1,0,5.3
The Hunchback of Notre Dame II,2002,all,53,0,0,0,1,0,5.3
Shark Beach with Chris Hemsworth,2021,18+,53,0,0,0,1,0,5.3
Playing with Sharks: The Valerie Taylor Story,2021,13+,53,0,0,0,1,0,5.3
Marvel's Behind the Mask,2021,13+,53,0,0,0,1,0,5.3
Eddie's Million Dollar Cook Off,2003,all,53,0,0,0,1,0,5.3
Alley Cats Strike,2000,all,53,0,0,0,1,0,5.3
The Million Dollar Duck,1971,all,53,0,0,0,1,0,5.3
Mr. Duck Steps Out,1940,all,52,0,0,0,1,0,5.2
Mr. Boogedy,1986,all,52,0,0,0,1,0,5.2
The Crimson Wing: Mystery of the Flamingos,2008,all,52,0,0,0,1,0,5.2
Snowglobe,2007,7+,52,0,0,0,1,0,5.2
Science Fair,2018,7+,52,0,0,0,1,0,5.2
The Art of Skiing,1941,18+,52,0,0,0,1,0,5.2
